major_theme,mid_level_theme,level,connection_type,reference,description,testament,genre
Prophets - Ezekiel,Dry Bones,FINE_GRAINED,Direct Reference,Ezekiel 37,Valley of dry bones,Old Testament,Prophecy
Prophets - Ezekiel,Dry Bones,FINE_GRAINED,Direct Reference,Ezekiel 37:1-14,Life to bones,Old Testament,Prophecy
Prophets - Ezekiel,Dry Bones,FINE_GRAINED,Direct Reference,Ezekiel 37:15-28,Two sticks,Old Testament,Prophecy
Prophets - Ezekiel,Dry Bones,FINE_GRAINED,Direct Reference,Romans 11:11-24,Olive tree,New Testament,Epistle
Prophets - Ezekiel,Dry Bones,FINE_GRAINED,Direct Reference,Ephesians 2:11-22,One new man,New Testament,General
Prophets - Ezekiel,Dry Bones,FINE_GRAINED,Direct Reference,Revelation 11:11,Two witnesses,New Testament,Apocalypse
Prophets - Ezekiel,Gog and Magog,MID_LEVEL,,,Gog and Magog - 7 passages,Old Testament,Prophecy
Prophets - Ezekiel,Gog and Magog,FINE_GRAINED,Direct Reference,Ezekiel 38-39,Gog invasion,Old Testament,Prophecy
Prophets - Ezekiel,Gog and Magog,FINE_GRAINED,Direct Reference,Ezekiel 38:2,Prince of Rosh,Old Testament,Prophecy
Prophets - Ezekiel,Gog and Magog,FINE_GRAINED,Direct Reference,Ezekiel 38:8-12,End times,Old Testament,Prophecy
Prophets - Ezekiel,Gog and Magog,FINE_GRAINED,Direct Reference,Ezekiel 38:22,God's judgment,Old Testament,Prophecy
Prophets - Ezekiel,Gog and Magog,FINE_GRAINED,Direct Reference,Ezekiel 39,God's glory,Old Testament,Prophecy
Prophets - Ezekiel,Gog and Magog,FINE_GRAINED,Direct Reference,Revelation 20:8,Final battle,New Testament,Apocalypse
Prophets - Ezekiel,Gog and Magog,FINE_GRAINED,Direct Reference,Revelation 20:9,Satan's deception,New Testament,Apocalypse
Prophets - Ezekiel,Temple Blueprint,MID_LEVEL,,,Temple Blueprint - 12 passages,Old Testament,Prophecy
Prophets - Ezekiel,Temple Blueprint,FINE_GRAINED,Direct Reference,Ezekiel 40-48,New temple,Old Testament,Prophecy
Prophets - Ezekiel,Temple Blueprint,FINE_GRAINED,Direct Reference,Ezekiel 40,Gate measurements,Old Testament,Prophecy
Prophets - Ezekiel,Temple Blueprint,FINE_GRAINED,Direct Reference,Ezekiel 41,Temple interior,Old Testament,Prophecy
Prophets - Ezekiel,Temple Blueprint,FINE_GRAINED,Direct Reference,Ezekiel 42,Priestly chambers,Old Testament,Prophecy
Prophets - Ezekiel,Temple Blueprint,FINE_GRAINED,Direct Reference,Ezekiel 43,Glory returns,Old Testament,Prophecy
Prophets - Ezekiel,Temple Blueprint,FINE_GRAINED,Direct Reference,Ezekiel 44,Priestly duties,Old Testament,Prophecy
Prophets - Ezekiel,Temple Blueprint,FINE_GRAINED,Direct Reference,Ezekiel 45,Land division,Old Testament,Prophecy
Prophets - Ezekiel,Temple Blueprint,FINE_GRAINED,Direct Reference,Ezekiel 46,Prince provisions,Old Testament,Prophecy
Prophets - Ezekiel,Temple Blueprint,FINE_GRAINED,Direct Reference,Ezekiel 47,River flows,Old Testament,Prophecy
Prophets - Ezekiel,Temple Blueprint,FINE_GRAINED,Direct Reference,Ezekiel 48,Tribal portions,Old Testament,Prophecy
Prophets - Ezekiel,Temple Blueprint,FINE_GRAINED,Direct Reference,Revelation 21-22,New Jerusalem,New Testament,Apocalypse
Prophets - Ezekiel,Temple Blueprint,FINE_GRAINED,Direct Reference,Hebrews 8-9,Heavenly sanctuary,New Testament,General
Prophets - Minor Prophets,Hosea,MID_LEVEL,,,Hosea - 17 passages,Old Testament,Prophecy
Prophets - Minor Prophets,Hosea,FINE_GRAINED,Direct Reference,Hosea 1-3,Unfaithful wife,Old Testament,Prophecy
Prophets - Minor Prophets,Hosea,FINE_GRAINED,Direct Reference,Hosea 1:2,Harlot wife,Old Testament,Prophecy
Prophets - Minor Prophets,Hosea,FINE_GRAINED,Direct Reference,Hosea 2,Israel unfaithful,Old Testament,Prophecy
Prophets - Minor Prophets,Hosea,FINE_GRAINED,Direct Reference,Hosea 3,Restoration,Old Testament,Prophecy
Prophets - Minor Prophets,Hosea,FINE_GRAINED,Direct Reference,Hosea 4,No knowledge,Old Testament,Prophecy
Prophets - Minor Prophets,Hosea,FINE_GRAINED,Direct Reference,Hosea 5,Priest/king judged,Old Testament,Prophecy
Prophets - Minor Prophets,Hosea,FINE_GRAINED,Direct Reference,Hosea 6,Return to Lord,Old Testament,Prophecy
Prophets - Minor Prophets,Hosea,FINE_GRAINED,Direct Reference,Hosea 7,Deceitful,Old Testament,Prophecy
Prophets - Minor Prophets,Hosea,FINE_GRAINED,Direct Reference,Hosea 8,Sown wind,Old Testament,Prophecy
Prophets - Minor Prophets,Hosea,FINE_GRAINED,Direct Reference,Hosea 9,Exile,Old Testament,Prophecy
Prophets - Minor Prophets,Hosea,FINE_GRAINED,Direct Reference,Hosea 10,False worship,Old Testament,Prophecy
Prophets - Minor Prophets,Hosea,FINE_GRAINED,Direct Reference,Hosea 11,Father's love,Old Testament,Prophecy
Prophets - Minor Prophets,Hosea,FINE_GRAINED,Direct Reference,Hosea 12,Jacob's struggles,Old Testament,Prophecy
Prophets - Minor Prophets,Hosea,FINE_GRAINED,Direct Reference,Hosea 13,Samaria's fall,Old Testament,Prophecy
Prophets - Minor Prophets,Hosea,FINE_GRAINED,Direct Reference,Hosea 14,Return,Old Testament,Prophecy
Prophets - Minor Prophets,Hosea,FINE_GRAINED,Direct Reference,Romans 9:25-26,Not my people,New Testament,Epistle
Prophets - Minor Prophets,Hosea,FINE_GRAINED,Direct Reference,Romans 11:26,Deliverer from Zion,New Testament,Epistle
Prophets - Minor Prophets,Joel,MID_LEVEL,,,Joel - 6 passages,Old Testament,Prophecy
Prophets - Minor Prophets,Joel,FINE_GRAINED,Direct Reference,Joel 1,Locust plague,Old Testament,Prophecy
Prophets - Minor Prophets,Joel,FINE_GRAINED,Direct Reference,Joel 2,Day of Lord,Old Testament,Prophecy
Prophets - Minor Prophets,Joel,FINE_GRAINED,Direct Reference,Joel 2:28-32,Spirit poured,Old Testament,Prophecy
Prophets - Minor Prophets,Joel,FINE_GRAINED,Direct Reference,Joel 3,Nations judged,Old Testament,Prophecy
Prophets - Minor Prophets,Joel,FINE_GRAINED,Direct Reference,Acts 2:16-21,Pentecost fulfillment,New Testament,General
Prophets - Minor Prophets,Joel,FINE_GRAINED,Direct Reference,Romans 10:13,Call on name,New Testament,Epistle
Prophets - Minor Prophets,Amos,MID_LEVEL,,,Amos - 19 passages,Old Testament,Prophecy
Prophets - Minor Prophets,Amos,FINE_GRAINED,Direct Reference,Amos 1-2,Nations condemned,Old Testament,Prophecy
Prophets - Minor Prophets,Amos,FINE_GRAINED,Direct Reference,Amos 1:3,Syria,Old Testament,Prophecy
Prophets - Minor Prophets,Amos,FINE_GRAINED,Direct Reference,Amos 1:6,Philistia,Old Testament,Prophecy
Prophets - Minor Prophets,Amos,FINE_GRAINED,Direct Reference,Amos 1:9,Tyre,Old Testament,Prophecy
Prophets - Minor Prophets,Amos,FINE_GRAINED,Direct Reference,Amos 1:11,Edom,Old Testament,Prophecy
Prophets - Minor Prophets,Amos,FINE_GRAINED,Direct Reference,Amos 1:13,Ammon,Old Testament,Prophecy
Prophets - Minor Prophets,Amos,FINE_GRAINED,Direct Reference,Amos 2:1,Moab,Old Testament,Prophecy
Prophets - Minor Prophets,Amos,FINE_GRAINED,Direct Reference,Amos 2:4,Judah,Old Testament,Prophecy
Prophets - Minor Prophets,Amos,FINE_GRAINED,Direct Reference,Amos 2:6,Israel,Old Testament,Prophecy
Prophets - Minor Prophets,Amos,FINE_GRAINED,Direct Reference,Amos 3,Privilege brings responsibility,Old Testament,Prophecy
Prophets - Minor Prophets,Amos,FINE_GRAINED,Direct Reference,Amos 4,Yet not returned,Old Testament,Prophecy
Prophets - Minor Prophets,Amos,FINE_GRAINED,Direct Reference,Amos 5,Seek the Lord,Old Testament,Prophecy
Prophets - Minor Prophets,Amos,FINE_GRAINED,Direct Reference,Amos 5:24,Let justice roll,Old Testament,Prophecy
Prophets - Minor Prophets,Amos,FINE_GRAINED,Direct Reference,Amos 6,Complacent,Old Testament,Prophecy
Prophets - Minor Prophets,Amos,FINE_GRAINED,Direct Reference,Amos 7,Prophetic visions,Old Testament,Prophecy
Prophets - Minor Prophets,Amos,FINE_GRAINED,Direct Reference,Amos 8,Famine,Old Testament,Prophecy
Prophets - Minor Prophets,Amos,FINE_GRAINED,Direct Reference,Amos 9,Restoration,Old Testament,Prophecy
Prophets - Minor Prophets,Amos,FINE_GRAINED,Direct Reference,Acts 7:42-43,Stephen on Amos,New Testament,General
Prophets - Minor Prophets,Amos,FINE_GRAINED,Direct Reference,Acts 15:16-17,David's tent,New Testament,General
Prophets - Minor Prophets,Obadiah,MID_LEVEL,,,Obadiah - 7 passages,Old Testament,Prophecy
Prophets - Minor Prophets,Obadiah,FINE_GRAINED,Direct Reference,Obadiah,Edom's judgment,Old Testament,Prophecy
Prophets - Minor Prophets,Obadiah,FINE_GRAINED,Direct Reference,Obadiah 1-4,Edom's pride,Old Testament,Prophecy
Prophets - Minor Prophets,Obadiah,FINE_GRAINED,Direct Reference,Obadiah 5-9,Edom's betrayal,Old Testament,Prophecy
Prophets - Minor Prophets,Obadiah,FINE_GRAINED,Direct Reference,Obadiah 10-14,Edom's destruction,Old Testament,Prophecy
Prophets - Minor Prophets,Obadiah,FINE_GRAINED,Direct Reference,Obadiah 15-21,Kingdom the Lord's,Old Testament,Prophecy
Prophets - Minor Prophets,Obadiah,FINE_GRAINED,Direct Reference,Jeremiah 49:7-22,Edom,Old Testament,Prophecy
Prophets - Minor Prophets,Obadiah,FINE_GRAINED,Direct Reference,Psalm 137:7-9,Edom,Old Testament,Poetry
Prophets - Minor Prophets,Jonah,MID_LEVEL,,,Jonah - 7 passages,Old Testament,Prophecy
Prophets - Minor Prophets,Jonah,FINE_GRAINED,Direct Reference,Jonah 1,Running away,Old Testament,Prophecy
Prophets - Minor Prophets,Jonah,FINE_GRAINED,Direct Reference,Jonah 2,Prayer from deep,Old Testament,Prophecy
Prophets - Minor Prophets,Jonah,FINE_GRAINED,Direct Reference,Jonah 3,Nineveh repents,Old Testament,Prophecy
Prophets - Minor Prophets,Jonah,FINE_GRAINED,Direct Reference,Jonah 4,God's compassion,Old Testament,Prophecy
Prophets - Minor Prophets,Jonah,FINE_GRAINED,Direct Reference,Matthew 12:38-41,Sign of Jonah,New Testament,Gospel
Prophets - Minor Prophets,Jonah,FINE_GRAINED,Direct Reference,Matthew 16:4,Sign of Jonah,New Testament,Gospel
Prophets - Minor Prophets,Jonah,FINE_GRAINED,Direct Reference,Luke 11:29-32,Sign of Jonah,New Testament,Gospel
Prophets - Minor Prophets,Micah,MID_LEVEL,,,Micah - 9 passages,Old Testament,Prophecy
Prophets - Minor Prophets,Micah,FINE_GRAINED,Direct Reference,Micah 1,Samaria/Judah,Old Testament,Prophecy
Prophets - Minor Prophets,Micah,FINE_GRAINED,Direct Reference,Micah 2,Injustice,Old Testament,Prophecy
Prophets - Minor Prophets,Micah,FINE_GRAINED,Direct Reference,Micah 3,Corrupt leaders,Old Testament,Prophecy
Prophets - Minor Prophets,Micah,FINE_GRAINED,Direct Reference,Micah 4,Peaceful kingdom,Old Testament,Prophecy
Prophets - Minor Prophets,Micah,FINE_GRAINED,Direct Reference,Micah 5,Bethlehem ruler,Old Testament,Prophecy
Prophets - Minor Prophets,Micah,FINE_GRAINED,Direct Reference,Micah 6,Lord's case,Old Testament,Prophecy
Prophets - Minor Prophets,Micah,FINE_GRAINED,Direct Reference,Micah 7,God's compassion,Old Testament,Prophecy
Prophets - Minor Prophets,Micah,FINE_GRAINED,Direct Reference,Matthew 2:6,Bethlehem,New Testament,Gospel
Prophets - Minor Prophets,Micah,FINE_GRAINED,Direct Reference,Jeremiah 26:18,Micah's prophecy,Old Testament,Prophecy
Prophets - Minor Prophets,Nahum,MID_LEVEL,,,Nahum - 4 passages,Old Testament,Prophecy
Prophets - Minor Prophets,Nahum,FINE_GRAINED,Direct Reference,Nahum 1,God's character,Old Testament,Prophecy
Prophets - Minor Prophets,Nahum,FINE_GRAINED,Direct Reference,Nahum 2,Nineveh's fall,Old Testament,Prophecy
Prophets - Minor Prophets,Nahum,FINE_GRAINED,Direct Reference,Nahum 3,Nineveh's sins,Old Testament,Prophecy
Prophets - Minor Prophets,Nahum,FINE_GRAINED,Direct Reference,Jonah 3-4,Contrast,Old Testament,Prophecy
Prophets - Minor Prophets,Habakkuk,MID_LEVEL,,,Habakkuk - 6 passages,Old Testament,Prophecy
Prophets - Minor Prophets,Habakkuk,FINE_GRAINED,Direct Reference,Habakkuk 1,Why evil prosper,Old Testament,Prophecy
Prophets - Minor Prophets,Habakkuk,FINE_GRAINED,Direct Reference,Habakkuk 2,Just shall live,Old Testament,Prophecy
Prophets - Minor Prophets,Habakkuk,FINE_GRAINED,Direct Reference,Habakkuk 3,God's power,Old Testament,Prophecy
Prophets - Minor Prophets,Habakkuk,FINE_GRAINED,Direct Reference,Romans 1:17,Just shall live,New Testament,Epistle
Prophets - Minor Prophets,Habakkuk,FINE_GRAINED,Direct Reference,Galatians 3:11,Just shall live,New Testament,Epistle
Prophets - Minor Prophets,Habakkuk,FINE_GRAINED,Direct Reference,Hebrews 10:38,Just shall live,New Testament,General
Prophets - Minor Prophets,Zephaniah,MID_LEVEL,,,Zephaniah - 4 passages,Old Testament,Prophecy
Prophets - Minor Prophets,Zephaniah,FINE_GRAINED,Direct Reference,Zephaniah 1,Day of Lord,Old Testament,Prophecy
Prophets - Minor Prophets,Zephaniah,FINE_GRAINED,Direct Reference,Zephaniah 2,Call to seek,Old Testament,Prophecy
Prophets - Minor Prophets,Zephaniah,FINE_GRAINED,Direct Reference,Zephaniah 3,Restoration,Old Testament,Prophecy
Prophets - Minor Prophets,Zephaniah,FINE_GRAINED,Direct Reference,Zephaniah 3:17,Rejoice greatly,Old Testament,Prophecy
Prophets - Minor Prophets,Haggai,MID_LEVEL,,,Haggai - 7 passages,Old Testament,Prophecy
Prophets - Minor Prophets,Haggai,FINE_GRAINED,Direct Reference,Haggai 1,Consider your ways,Old Testament,Prophecy
Prophets - Minor Prophets,Haggai,FINE_GRAINED,Direct Reference,Haggai 2,Future glory,Old Testament,Prophecy
Prophets - Minor Prophets,Haggai,FINE_GRAINED,Direct Reference,Haggai 2:9,Glory later,Old Testament,Prophecy
Prophets - Minor Prophets,Haggai,FINE_GRAINED,Direct Reference,Haggai 2:23,Zerubbabel as signet,Old Testament,Prophecy
Prophets - Minor Prophets,Haggai,FINE_GRAINED,Direct Reference,Ezra 5-6,Temple rebuilt,Old Testament,Narrative
Prophets - Minor Prophets,Haggai,FINE_GRAINED,Direct Reference,Zechariah 4,Zerubbabel,Old Testament,Prophecy
Prophets - Minor Prophets,Haggai,FINE_GRAINED,Direct Reference,Hebrews 12:26-29,Earthquake,New Testament,General
Prophets - Minor Prophets,Zechariah,MID_LEVEL,,,Zechariah - 17 passages,Old Testament,Prophecy
Prophets - Minor Prophets,Zechariah,FINE_GRAINED,Direct Reference,Zechariah 1-6,Night visions,Old Testament,Prophecy
Prophets - Minor Prophets,Zechariah,FINE_GRAINED,Direct Reference,Zechariah 7-8,Historical,Old Testament,Prophecy
Prophets - Minor Prophets,Zechariah,FINE_GRAINED,Direct Reference,Zechariah 9-11,Messianic,Old Testament,Prophecy
Prophets - Minor Prophets,Zechariah,FINE_GRAINED,Direct Reference,Zechariah 12-14,End times,Old Testament,Prophecy
Prophets - Minor Prophets,Zechariah,FINE_GRAINED,Direct Reference,Zechariah 3,Joshua as symbol,Old Testament,Prophecy
Prophets - Minor Prophets,Zechariah,FINE_GRAINED,Direct Reference,Zechariah 4,Menorah,Old Testament,Prophecy
Prophets - Minor Prophets,Zechariah,FINE_GRAINED,Direct Reference,Zechariah 6:12,Branch,Old Testament,Prophecy
Prophets - Minor Prophets,Zechariah,FINE_GRAINED,Direct Reference,Zechariah 9:9,King on donkey,Old Testament,Prophecy
Prophets - Minor Prophets,Zechariah,FINE_GRAINED,Direct Reference,Zechariah 11:12-13,Thirty pieces,Old Testament,Prophecy
Prophets - Minor Prophets,Zechariah,FINE_GRAINED,Direct Reference,Zechariah 12:10,Pierced,Old Testament,Prophecy
Prophets - Minor Prophets,Zechariah,FINE_GRAINED,Direct Reference,Zechariah 13:7,Strike shepherd,Old Testament,Prophecy
Prophets - Minor Prophets,Zechariah,FINE_GRAINED,Direct Reference,Matthew 21:5,Donkey,New Testament,Gospel
Prophets - Minor Prophets,Zechariah,FINE_GRAINED,Direct Reference,Matthew 26:31,Shepherd struck,New Testament,Gospel
Prophets - Minor Prophets,Zechariah,FINE_GRAINED,Direct Reference,Matthew 27:9-10,Thirty pieces,New Testament,Gospel
Prophets - Minor Prophets,Zechariah,FINE_GRAINED,Direct Reference,John 12:15,Donkey,New Testament,Gospel
Prophets - Minor Prophets,Zechariah,FINE_GRAINED,Direct Reference,John 19:37,Pierced,New Testament,Gospel
Prophets - Minor Prophets,Zechariah,FINE_GRAINED,Direct Reference,Revelation 1:7,Coming with clouds,New Testament,Apocalypse
Prophets - Minor Prophets,Malachi,MID_LEVEL,,,Malachi - 10 passages,Old Testament,Prophecy
Prophets - Minor Prophets,Malachi,FINE_GRAINED,Direct Reference,Malachi 1,Priest dishonor,Old Testament,Prophecy
Prophets - Minor Prophets,Malachi,FINE_GRAINED,Direct Reference,Malachi 2,Covenant broken,Old Testament,Prophecy
Prophets - Minor Prophets,Malachi,FINE_GRAINED,Direct Reference,Malachi 3,Messiah's coming,Old Testament,Prophecy
Prophets - Minor Prophets,Malachi,FINE_GRAINED,Direct Reference,Malachi 3:1,My messenger,Old Testament,Prophecy
Prophets - Minor Prophets,Malachi,FINE_GRAINED,Direct Reference,Malachi 3:10,Tithes,Old Testament,Prophecy
Prophets - Minor Prophets,Malachi,FINE_GRAINED,Direct Reference,Malachi 4,Elijah return,Old Testament,Prophecy
Prophets - Minor Prophets,Malachi,FINE_GRAINED,Direct Reference,Matthew 11:10,Malachi 3:1,New Testament,Gospel
Prophets - Minor Prophets,Malachi,FINE_GRAINED,Direct Reference,Luke 1:17,Elijah spirit,New Testament,Gospel
Prophets - Minor Prophets,Malachi,FINE_GRAINED,Direct Reference,Mark 9:11-13,Elijah,New Testament,Gospel
Prophets - Minor Prophets,Malachi,FINE_GRAINED,Direct Reference,Romans 9:13,Jacob loved,New Testament,Epistle
Gospels & NT Themes,Kingdom of God,MID_LEVEL,,,Kingdom of God - 15 passages,Old Testament,Gospel
Gospels & NT Themes,Kingdom of God,FINE_GRAINED,Direct Reference,Matthew 3:2,Repent for kingdom,New Testament,Gospel
Gospels & NT Themes,Kingdom of God,FINE_GRAINED,Direct Reference,Matthew 5-7,Sermon on mount,New Testament,Gospel
Gospels & NT Themes,Kingdom of God,FINE_GRAINED,Direct Reference,Matthew 13,Kingdom parables,New Testament,Gospel
Gospels & NT Themes,Kingdom of God,FINE_GRAINED,Direct Reference,Mark 1:15,Time fulfilled,New Testament,Gospel
Gospels & NT Themes,Kingdom of God,FINE_GRAINED,Direct Reference,Luke 4:43,Kingdom preaching,New Testament,Gospel
Gospels & NT Themes,Kingdom of God,FINE_GRAINED,Direct Reference,Luke 10:9,Kingdom near,New Testament,Gospel
Gospels & NT Themes,Kingdom of God,FINE_GRAINED,Direct Reference,Luke 17:20-21,Within you,New Testament,Gospel
Gospels & NT Themes,Kingdom of God,FINE_GRAINED,Direct Reference,John 3:3-5,Born again,New Testament,Gospel
Gospels & NT Themes,Kingdom of God,FINE_GRAINED,Direct Reference,John 18:36,Not of this world,New Testament,Gospel
Gospels & NT Themes,Kingdom of God,FINE_GRAINED,Direct Reference,Acts 1:3,Kingdom preaching,New Testament,General
Gospels & NT Themes,Kingdom of God,FINE_GRAINED,Direct Reference,Acts 8:12,Kingdom name,New Testament,General
Gospels & NT Themes,Kingdom of God,FINE_GRAINED,Direct Reference,Romans 14:17,Righteousness peace joy,New Testament,Epistle
Gospels & NT Themes,Kingdom of God,FINE_GRAINED,Direct Reference,1 Corinthians 4:20,Power not word,New Testament,Epistle
Gospels & NT Themes,Kingdom of God,FINE_GRAINED,Direct Reference,Colossians 1:13,Delivered into kingdom,New Testament,General
Gospels & NT Themes,Kingdom of God,FINE_GRAINED,Direct Reference,Revelation 11:15,Kingdom become,New Testament,Apocalypse
Gospels & NT Themes,Sermon on the Mount,MID_LEVEL,,,Sermon on the Mount - 11 passages,Old Testament,Gospel
Gospels & NT Themes,Sermon on the Mount,FINE_GRAINED,Direct Reference,Matthew 5:1-12,Beatitudes,New Testament,Gospel
Gospels & NT Themes,Sermon on the Mount,FINE_GRAINED,Direct Reference,Matthew 5:13-16,Salt/light,New Testament,Gospel
Gospels & NT Themes,Sermon on the Mount,FINE_GRAINED,Direct Reference,Matthew 5:17-48,Law fulfilled,New Testament,Gospel
Gospels & NT Themes,Sermon on the Mount,FINE_GRAINED,Direct Reference,Matthew 6:1-18,Piety,New Testament,Gospel
Gospels & NT Themes,Sermon on the Mount,FINE_GRAINED,Direct Reference,Matthew 6:19-34,Anxiety,New Testament,Gospel
Gospels & NT Themes,Sermon on the Mount,FINE_GRAINED,Direct Reference,Matthew 7:1-12,Judgment/golden rule,New Testament,Gospel
Gospels & NT Themes,Sermon on the Mount,FINE_GRAINED,Direct Reference,Matthew 7:13-27,Narrow way/house built,New Testament,Gospel
Gospels & NT Themes,Sermon on the Mount,FINE_GRAINED,Direct Reference,Luke 6:17-49,Plain sermon,New Testament,Gospel
Gospels & NT Themes,Sermon on the Mount,FINE_GRAINED,Direct Reference,Luke 11:9-13,Ask seek knock,New Testament,Gospel
Gospels & NT Themes,Sermon on the Mount,FINE_GRAINED,Direct Reference,Luke 12:22-31,Don't worry,New Testament,Gospel
Gospels & NT Themes,Sermon on the Mount,FINE_GRAINED,Direct Reference,Romans 12,Practical application,New Testament,Epistle
Gospels & NT Themes,Parables of Jesus,MID_LEVEL,,,Parables of Jesus - 29 passages,Old Testament,Gospel
Gospels & NT Themes,Parables of Jesus,FINE_GRAINED,Direct Reference,Matthew 13:1-52,Kingdom parables,New Testament,Gospel
Gospels & NT Themes,Parables of Jesus,FINE_GRAINED,Direct Reference,Mark 4:1-34,Sower soils,New Testament,Gospel
Gospels & NT Themes,Parables of Jesus,FINE_GRAINED,Direct Reference,Luke 8:4-18,Sower soils,New Testament,Gospel
Gospels & NT Themes,Parables of Jesus,FINE_GRAINED,Direct Reference,Luke 10:25-37,Good Samaritan,New Testament,Gospel
Gospels & NT Themes,Parables of Jesus,FINE_GRAINED,Direct Reference,Luke 10:38-42,Mary/Martha,New Testament,Gospel
Gospels & NT Themes,Parables of Jesus,FINE_GRAINED,Direct Reference,Luke 11:5-13,Friend at midnight,New Testament,Gospel
Gospels & NT Themes,Parables of Jesus,FINE_GRAINED,Direct Reference,Luke 12:16-21,Rich fool,New Testament,Gospel
Gospels & NT Themes,Parables of Jesus,FINE_GRAINED,Direct Reference,Luke 13:6-9,Barren fig,New Testament,Gospel
Gospels & NT Themes,Parables of Jesus,FINE_GRAINED,Direct Reference,Luke 14:7-14,Great banquet,New Testament,Gospel
Gospels & NT Themes,Parables of Jesus,FINE_GRAINED,Direct Reference,Luke 14:15-24,Feast invitations,New Testament,Gospel
Gospels & NT Themes,Parables of Jesus,FINE_GRAINED,Direct Reference,Luke 15,Lost sheep/coin/son,New Testament,Gospel
Gospels & NT Themes,Parables of Jesus,FINE_GRAINED,Direct Reference,Luke 16:1-13,Shrewd manager,New Testament,Gospel
Gospels & NT Themes,Parables of Jesus,FINE_GRAINED,Direct Reference,Luke 16:19-31,Rich man/Lazarus,New Testament,Gospel
Gospels & NT Themes,Parables of Jesus,FINE_GRAINED,Direct Reference,Luke 17:7-10,Unworthy servants,New Testament,Gospel
Gospels & NT Themes,Parables of Jesus,FINE_GRAINED,Direct Reference,Luke 18:1-8,Unjust judge,New Testament,Gospel
Gospels & NT Themes,Parables of Jesus,FINE_GRAINED,Direct Reference,Luke 18:9-14,Pharisee/tax collector,New Testament,Gospel
Gospels & NT Themes,Parables of Jesus,FINE_GRAINED,Direct Reference,Luke 19:11-27,Ten minas,New Testament,Gospel
Gospels & NT Themes,Parables of Jesus,FINE_GRAINED,Direct Reference,Luke 20:9-19,Wicked tenants,New Testament,Gospel
Gospels & NT Themes,Parables of Jesus,FINE_GRAINED,Direct Reference,Matthew 18:21-35,Unforgiving servant,New Testament,Gospel
Gospels & NT Themes,Parables of Jesus,FINE_GRAINED,Direct Reference,Matthew 20:1-16,Vineyard workers,New Testament,Gospel
Gospels & NT Themes,Parables of Jesus,FINE_GRAINED,Direct Reference,Matthew 21:28-32,Two sons,New Testament,Gospel
Gospels & NT Themes,Parables of Jesus,FINE_GRAINED,Direct Reference,Matthew 22:1-14,Wedding feast,New Testament,Gospel
Gospels & NT Themes,Parables of Jesus,FINE_GRAINED,Direct Reference,Matthew 25:1-13,Ten virgins,New Testament,Gospel
Gospels & NT Themes,Parables of Jesus,FINE_GRAINED,Direct Reference,Matthew 25:14-30,Talents,New Testament,Gospel
Gospels & NT Themes,Parables of Jesus,FINE_GRAINED,Direct Reference,Matthew 25:31-46,Sheep/goats,New Testament,Gospel
Gospels & NT Themes,Parables of Jesus,FINE_GRAINED,Direct Reference,John 10,Good shepherd,New Testament,Gospel
Gospels & NT Themes,Parables of Jesus,FINE_GRAINED,Direct Reference,John 12:24,Grain of wheat,New Testament,Gospel
Gospels & NT Themes,Parables of Jesus,FINE_GRAINED,Direct Reference,John 15,Vine and branches,New Testament,Gospel
Gospels & NT Themes,Parables of Jesus,FINE_GRAINED,Direct Reference,Acts 10:9-16,Peter's vision,New Testament,General
Gospels & NT Themes,Miracles,MID_LEVEL,,,Miracles - 44 passages,Old Testament,Gospel
Gospels & NT Themes,Miracles,FINE_GRAINED,Direct Reference,Matthew 8:1-17,Leper/centurion,New Testament,Gospel
Gospels & NT Themes,Miracles,FINE_GRAINED,Direct Reference,Matthew 8:23-27,Sea calmed,New Testament,Gospel
Gospels & NT Themes,Miracles,FINE_GRAINED,Direct Reference,Matthew 8:28-34,Gadarenes demons,New Testament,Gospel
Gospels & NT Themes,Miracles,FINE_GRAINED,Direct Reference,Matthew 9:1-8,Paralytic,New Testament,Gospel
Gospels & NT Themes,Miracles,FINE_GRAINED,Direct Reference,Matthew 9:18-26,Ruler's daughter/woman,New Testament,Gospel
Gospels & NT Themes,Miracles,FINE_GRAINED,Direct Reference,Matthew 9:27-31,Two blind men,New Testament,Gospel
Gospels & NT Themes,Miracles,FINE_GRAINED,Direct Reference,Matthew 9:32-34,Demon mute,New Testament,Gospel
Gospels & NT Themes,Miracles,FINE_GRAINED,Direct Reference,Matthew 12:9-14,Withered hand,New Testament,Gospel
Gospels & NT Themes,Miracles,FINE_GRAINED,Direct Reference,Matthew 14:13-21,Five thousand fed,New Testament,Gospel
Gospels & NT Themes,Miracles,FINE_GRAINED,Direct Reference,Matthew 14:22-33,Jesus walks water,New Testament,Gospel
Gospels & NT Themes,Miracles,FINE_GRAINED,Direct Reference,Matthew 15:21-28,Canaanite woman,New Testament,Gospel
Gospels & NT Themes,Miracles,FINE_GRAINED,Direct Reference,Matthew 15:29-39,Four thousand fed,New Testament,Gospel
Gospels & NT Themes,Miracles,FINE_GRAINED,Direct Reference,Matthew 17:14-21,Demon-possessed boy,New Testament,Gospel
Gospels & NT Themes,Miracles,FINE_GRAINED,Direct Reference,Matthew 20:29-34,Two blind men,New Testament,Gospel
Gospels & NT Themes,Miracles,FINE_GRAINED,Direct Reference,Mark 5:21-43,Jairus's daughter,New Testament,Gospel
